2,35,7,8:02,太阳宫,太阳宫公交站,116.454059,39.978367,207.jpg,TRUE,
3A,5,1,7:00,万丰路,万丰路公交站,116.300841,39.872581,3A01.jpg,TRUE,
3A,10,2,7:10,夏家胡同,夏家胡同公交站,116.333133,39.855504,3A02.jpg,TRUE,
3A,15,3,7:15,草桥,草桥公交站,116.366222,39.859227,3A03.jpg,TRUE,
3A,20,4,7:20,西罗园,西罗园公交站,116.400841,39.864028,3A04.jpg,TRUE,
3A,25,5,7:25,木樨园,木樨园公交站,116.410561,39.862421,3A05.jpg,TRUE,
3A,30,6,7:30,刘家窑,刘家窑公交站,116.428748,39.863624,3A06.jpg,TRUE,
3A,35,7,7:32,方庄,方庄公交站,116.449581,39.871501,3A07.jpg,TRUE,
3A,40,8,7:34,成寿寺,成寿寺公交站,116.450184,39.864242,3A08.jpg,TRUE,
3A,45,9,7:40,松榆南路,松榆南路公交站,116.474369,39.876965,3A09.jpg,TRUE,
3A,50,10,7:50,工大桥,工大桥公交站,116.496507,39.88172,3A10.jpg,TRUE,
3B,5,1,7:30,劲松东口,华腾园东北角,116.474032,39.893159,3B01.jpg,TRUE,
3B,10,2,7:32,劲松东口,52路公交车站,116.469721,39.889931,3B02.jpg,TRUE,
3B,15,3,7:45,双井桥,双井桥北，京卫大药房门前,116.468129,39.900705,3B03.jpg,TRUE,
3B,20,4,7:50,国贸桥,国贸桥北，公共汽车站南,116.468357,39.914345,3B04.jpg,TRUE,
3B,25,5,7:55,白家庄,白家庄，团结湖路口北，过街天桥下,116.468477,39.92943,3B05.jpg,TRUE,
4,5,1,7:10,华联商场,石景山华联商场门口,116.226413,39.912235,401.jpg,TRUE,
4,10,2,7:15,八宝山,八宝山公交站,116.242841,39.913085,402.jpg,TRUE,
4,15,3,7:25,玉泉路,玉泉路公交站,116.259472,39.915256,403.jpg,TRUE,
4,20,4,7:30,玉海园,玉海园公交站,116.259595,39.926602,404.jpg,TRUE,
4,25,5,7:35,集美家具城,集美家具城门口,116.282255,39.928504,405.jpg,TRUE,
4,30,6,7:40,营慧寺,营慧寺公交站,116.280634,39.942869,406.jpg,TRUE,
4,35,7,7:45,四季青桥,四季青桥公交站,116.28078,39.948469,407.jpg,TRUE,
4,40,8,7:50,小煤厂,郦城小区,116.282418,39.959699,408.jpg,TRUE,
5,5,1,7:20,颐和园路,西苑医院对面加油站,116.310877,40.003586,501.jpg,TRUE,
5,10,2,7:35,清华西门,很少坐，坐之前请跟司机联系,116.321619,40.005817,502.jpg,TRUE,
5,15,3,7:42,清华南门,清华园公交站,116.334626,39.998329,503.jpg,TRUE,
5,20,4,7:45,五道口,华润超市前绿化带,116.344434,39.998568,504.jpg,TRUE,
5,25,5,7:50,王庄路,城建四公司对面电话亭,116.346516,40.006217,505.jpg,TRUE,
5,30,6,7:53,林大南口,林大南口公交站,116.34993,40.006688,506.jpg,TRUE,
5,35,7,7:55,六道口,六道口公交站,116.357364,40.006645,507.jpg,TRUE,
5,40,8,7:57,农大,农大公交站，很少坐，坐之前请跟公司联系,116.362965,40.007102,508.jpg,TRUE,
5,45,9,8:00,二里庄北,二里庄北口公交站,116.36953,40.007165,509.jpg,TRUE,
5,50,10,8:02,大屯路,南沟泥河,116.38558,40.007924,510.jpg,TRUE,
6,5,1,7:50,学知园,学知园小区门口车站,116.36186,40.018293,601.jpg,TRUE,
6,10,2,8:00,融域,融域小区门口,116.372945,40.0235,602.jpg,TRUE,
6,15,3,8:03,林翠路,奥林春天门口,116.378838,40.016455,603.jpg,TRUE,
7A,5,1,7:45,知春路,知春路建行门口,116.332422,39.981682,7A01.jpg,TRUE,
7A,10,2,7:48,翠宫饭店,翠宫饭店门口,116.33893,39.981586,7A02.jpg,TRUE,
7A,15,3,7:50,知春路,知春路车站,116.347619,39.982065,7A03.jpg,TRUE,
7A,20,4,7:52,锦秋国际,锦秋国际大厦门口,116.357,39.98182,7A04.jpg,TRUE,
7A,25,5,7:56,塔院,塔院小区门口,116.371153,39.982795,7A05.jpg,TRUE,
7A,30,6,7:58,牡丹园西,牡丹园西公交站,116.374137,39.982567,7A06.jpg,TRUE,
7A,35,7,8:02,牡丹园东,牡丹园东公交站,116.380674,39.982825,7A07.jpg,TRUE,
7A,40,8,8:05,祁家豁子,祁家豁子公交站,116.39416,39.986425,7A08.jpg,TRUE,
7B,5,1,7:55,安贞门,安贞门公交站,116.412371,39.983322,7B01.jpg,TRUE,
7B,10,2,7:58,小关,小关公交站,116.415422,39.986437,7B02.jpg,TRUE,
7B,15,3,8:00,奥体东门,前中后三站,116.414207,39.988455,7B03.jpg,TRUE,
7B,20,4,8:03,安慧桥,安慧桥公交站,116.410611,39.994901,7B04.jpg,TRUE,
7B,25,5,8:06,白庙,白庙公交站,116.426931,39.994774,7B05.jpg,TRUE,
7B,30,6,8:10,花家地西里,望京花家地西里门口,116.464103,39.994203,7B06.jpg,TRUE,
7B,35,7,8:15,京客隆,望京京客隆门口,116.471056,40.004899,7B07.jpg,TRUE,
7B,40,8,8:20,望京桥,望京桥公交站,116.462614,39.988289,7B08.jpg,TRUE,
8A,5,1,8:05,北苑宾馆,北苑宾馆门口,116.429442,40.043119,8A01.jpg,TRUE,
8A,10,2,8:10,连葩园,牛头火锅门口,116.426639,40.050295,8A02.jpg,TRUE,
8A,15,3,8:12,荣藜园,荣藜园北门公交站,116.430323,40.047338,8A03.jpg,TRUE,
8A,20,4,8:13,清友园,上岛咖啡门口,116.435185,40.047061,8A04.jpg,TRUE,
8A,25,5,8:18,青年城,青年城小区门口,116.443967,40.036532,8A05.jpg,TRUE,
8B,5,1,7:50,嘉名桐城,嘉名桐城小区门口,116.429743,40.009292,8B01.jpg,TRUE,
8B,10,2,7:52,亚运豪庭,亚运豪庭小区门口,116.430378,40.00036,8B02.jpg,TRUE,
8B,15,3,7:54,迪亚天天,迪亚天天门口,116.430463,39.99983,8B03.jpg,TRUE,
8B,20,4,7:56,光大名筑,光大名筑小区门口,116.426449,40.000256,8B04.jpg,TRUE,
8B,25,5,7:58,欧陆经典,欧陆经典小区门口,116.424855,40.001465,8B05.jpg,TRUE,
8B,30,6,8:00,大屯,大屯公交站,116.423946,40.005192,8B06.jpg,TRUE,
8B,35,7,8:02,家和,家和公交站,116.423119,40.015333,8B07.jpg,TRUE,
8B,40,8,8:10,媒体村,媒体村公交站,116.42286,40.039084,8B08.jpg,TRUE,
8B,45,9,8:12,绿色家园,北辰绿色家园公交站,116.421193,40.034596,8B09.jpg,TRUE,
8N,5,1,7:40,街心花园,天通苑街心花园小区门口,116.427547,40.069042,8N01.jpg,TRUE,
8N,10,2,7:45,天通苑东,天通苑东大门,116.431351,40.071515,8N02.jpg,TRUE,
8N,15,3,7:46,东一区,天通苑东一区小区门口,116.44049,40.074972,8N03.jpg,TRUE,
8N,20,4,7:47,东二区,天通苑东二区小区门口,116.448723,40.069214,8N04.jpg,TRUE,
8N,25,5,7:48,东三区,天通苑东三区小区门口,116.448759,40.075181,8N05.jpg,TRUE,
8N,30,6,7:50,北三区,天通苑北三区小区门口,116.435667,40.080062,8N06.jpg,TRUE,
8N,35,7,7:52,北二区,天通苑北二区小区门口,116.42863,40.080207,8N07.jpg,TRUE,
8N,40,8,7:53,北一区,天通苑北一区小区门口,116.418746,40.0926,8N08.jpg,TRUE,
9A,5,1,7:35,和谐家园,和谐家园小区门口,116.366663,40.090261,9A01.jpg,TRUE,
9A,10,2,7:38,龙回园,龙回园南门门口,116.352341,40.092427,9A02.jpg,TRUE,
9A,15,3,7:39,龙锦四,龙锦四西门门口,116.355682,40.091171,9A03.jpg,TRUE,
9A,20,4,7:40,龙锦六,龙锦六东门门口,116.355741,40.091137,9A04.jpg,TRUE,
9A,25,5,7:41,龙跃一,龙跃一和龙跃二小区中间,116.357049,40.082339,9A05.jpg,TRUE,
9A,30,6,7:44,龙跃四,昌平中学南门西,116.356431,40.08207,9A06.jpg,TRUE,
9A,35,7,7:46,龙腾四,龙腾四和龙腾五十字路口西北角,116.346546,40.081449,9A07.jpg,TRUE,
9B,5,1,7:15,知本时代,知本时代小区门口,116.364537,40.069545,9B01.jpg,TRUE,
9B,10,2,7:19,育新小区,育新小区门口,116.348455,40.059633,9B02.jpg,TRUE,
9B,15,3,7:26,西三旗桥南,西三旗桥南公交站,116.336823,40.058446,9B03.jpg,TRUE,
9B,20,4,7:37,小营桥南,小营桥南公交站,116.348689,40.043199,9B04.jpg,TRUE,
9B,25,5,7:50,清河桥南,清河桥南公交站,116.348689,40.043199,9B05.jpg,TRUE,
9N,5,1,7:35,万润家园,万润家园小区门口,116.333189,40.072146,9N01.jpg,TRUE,
9N,10,2,7:37,龙博一区,龙博一区小区门口,116.34563,40.074824,9N02.jpg,TRUE,
9N,15,3,7:38,龙腾五,龙腾五西门门口,116.34129,40.080407,9N03.jpg,TRUE,
9N,20,4,7:39,运趣三东门,运趣三东门门口,116.338913,40.087521,9N04.jpg,TRUE,
9N,25,5,7:43,大中电器,大中电器门口,116.32836,40.085817,9N05.jpg,TRUE,
9N,30,6,7:44,加油站,加油站,116.320079,40.083243,9N06.jpg,TRUE,
9S,5,1,7:15,善缘人家,善缘人家门口,116.329979,40.174013,9S01.jpg,TRUE,
9S,10,2,7:30,沙河,沙河公交站,116.272253,40.142547,9S02.jpg,TRUE,
9S,15,3,7:44,龙泽苑西区,龙泽苑西区东门门口,116.331583,40.078799,9S03.jpg,TRUE,
9S,20,4,7:48,龙腾三,龙腾三西门,116.335879,40.082643,9S04.jpg,TRUE,
9S,25,5,7:50,美廉美,美廉美超市路口东,116.329665,40.082367,9S05.jpg,TRUE,
9S,30,6,7:55,北京人家,北京人家东门,116.316544,40.08417,9S06.jpg,TRUE,
9T,5,1,7:35,宏福苑,宏福苑小区门口,116.374233,40.12133,9T01.jpg,TRUE,
9T,10,2,7:42,王府花园,王府花园小区门口,116.408999,40.111757,9T02.jpg,TRUE,
9T,15,3,7:44,平西府,平西府路口,116.419049,40.109637,9T03.jpg,TRUE,
9T,20,4,7:50,天通苑西,天通苑西三区小区门口,116.416295,40.083581,9T04.jpg,TRUE,
9T,25,5,7:53,天通苑西,天通苑西一区小区门口,116.417626,40.071222,9T05.jpg,TRUE,
10A,5,1,6:50,华联家园,这两站的人很少，坐之前请与司机联系,116.649994,39.8999,10A01.jpg,TRUE,
10A,10,2,7:05,北苑环岛,如果不打电话，就从通话东关发车。,116.662621,39.897606,10A02.jpg,TRUE,
10A,15,3,7:10,通州东关,小白羊超市,116.682233,39.914821,10A03.jpg,TRUE,
10A,20,4,7:15,武夷花园,水仙园,116.699938,39.921165,10A04.jpg,TRUE,
10A,25,5,7:20,武夷花园,牡丹园,116.699448,39.920888,10A05.jpg,TRUE,
10A,30,6,7:25,通州北关,通州北关公交站,116.663888,39.928819,10A06.jpg,TRUE,
10A,35,7,7:30,杨闸,京通新城小区门口,116.605274,39.920086,10A07.jpg,TRUE,
10A,40,8,7:36,华龙美树,华龙美树小区门口,116.586194,39.917914,10A08.jpg,TRUE,
10A,45,9,7:40,二外,二外门口,116.569984,39.919706,10A09.jpg,TRUE,
10A,50,10,7:45,定福庄西街,定福庄西街公交站,116.557275,39.918986,10A10.jpg,TRUE,
10A,55,11,7:50,高井,高井公交站,116.54503,39.920079,10A11.jpg,TRUE,
10A,60,12,7:56,甘露园,甘露园，兴隆家园,116.52885,39.916481,10A12.jpg,TRUE,
10A,65,13,8:00,高碑店,高碑店公交站,116.537253,39.909664,10A13.jpg,TRUE,
10B,5,1,7:00,新康家园,新康家园小区门口,116.495139,39.807512,10B01.jpg,TRUE,
10B,10,2,7:08,美廉美,亦庄美廉美门口,116.504858,39.797626,10B02.jpg,TRUE,
10B,15,3,7:45,地铁四惠东,四惠东地铁站,116.522396,39.915417,10B03.jpg,TRUE,
10B,20,4,7:48,一线国际,一线国际，电动扶梯出口,116.512184,39.915064,10B04.jpg,TRUE,
10B,25,5,7:53,慈云寺桥,运洋天地西门,116.496375,39.919581,10B05.jpg,TRUE,
10B,30,6,7:58,红领巾桥,红领巾桥公交车站南,116.49527,39.929032,10B06.jpg,TRUE,
10C,5,1,7:35,住总商城,住总商城西门，十里堡路,116.508413,39.933134,10C01.jpg,TRUE,
10C,10,2,7:40,珠江罗马,珠江罗马家园，朝阳北路,116.519638,39.929306,10C02.jpg,TRUE,
10C,15,3,7:42,华纺易城,华纺易城小区门口,116.523711,39.936889,10C03.jpg,TRUE,
10C,20,4,7:45,国美第一城,国美第一城小区门口,116.523727,39.940353,10C04.jpg,TRUE,
10C,25,5,7:50,姚家园路,姚家园路口公交站,116.52388,39.946694,10C05.jpg,TRUE,
10C,30,6,7:58,东坝中路,东坝中路公交站,116.553778,39.956606,10C06.jpg,TRUE,
10C,35,7,,七颗树桥,七颗树桥公交站,116.537608,39.965122,10C07.jpg,TRUE,
11,5,1,6:55,杨庄,西五环外杨庄车站,116.19484,39.930664,1101.jpg,TRUE,
11,10,2,7:10,香泉岛,香泉岛公交站,116.229405,39.997103,1102.jpg,TRUE,
11,15,3,7:20,闵庄路,长青医院附近,116.261501,39.979249,1103.jpg,TRUE,
11,20,4,7:58,蓝淀厂路,人大附小门口,116.284242,39.972678,1104.jpg,TRUE,
11,25,5,7:29,世纪城三期,世纪城三期，春荫园,116.290161,39.969124,1105.jpg,TRUE,
11,30,6,7:31,世纪城,世纪城北门，远大西路天桥,116.291706,39.963415,1106.jpg,TRUE,
11,35,7,7:33,远大东路,远大东路路口，世纪金源商城对面,116.295632,39.96365,1107.jpg,TRUE,
11,40,8,7:36,长春桥,长春桥，海淀区政府对面,116.304978,39.96508,1108.jpg,TRUE,
11,45,9,7:55,苏州桥,苏州桥，大洋服装城门口,116.314302,39.971288,1109.jpg,TRUE,
11,50,10,7:57,万泉河,万泉河公交站,116.320012,39.969887,1110.jpg,TRUE,
11,55,11,8:00,妇产医院,妇产医院，稻香园桥东北角,116.307899,39.981105,1111.jpg,TRUE,
12,5,1,7:00,今日家园,今日家园小区门口,116.287399,39.906579,1201.jpg,TRUE,
12,10,2,7:05,岳各庄桥,岳各庄桥公交站,116.283132,39.88373,1202.jpg,TRUE,
12,15,3,7:09,岳各庄南,岳各庄南桥红绿灯南中复电讯,116.285467,39.878588,1203.jpg,TRUE,
12,20,4,7:10,丰北桥,丰北桥红绿灯南,116.289345,39.869773,1204.jpg,TRUE,
12,25,5,7:20,马场,马场,116.293108,39.842918,1205.jpg,TRUE,
12,30,6,7:20,怡海花园,怡海花园过街天桥，28号花香出口,116.307912,39.836436,1206.jpg,TRUE,
12,35,7,7:30,草桥,草桥，25号草桥出,116.360147,39.836538,1207.jpg,TRUE,
12,40,8,7:35,大红门桥,大红门桥公交车站，23号大红门出口,116.400301,39.837992,1208.jpg,TRUE,
13,5,1,7:35,清上园,清上园北门,116.333339,40.059028,1301.jpg,TRUE,
13,10,2,7:40,西二旗,西二期城铁站东第一个红绿灯处,116.317996,40.058683,1302.jpg,TRUE,
13,15,3,7:50,上地,马连洼北路1号院门口,116.312228,40.041219,1303.jpg,TRUE,
13,18,null,null,null,null,116.301934,40.037418,null,FALSE,
13,20,4,7:55,博雅西园,博雅西园南门门口,116.303479,40.030789,1304.jpg,TRUE,
13,25,5,7:58,镶黄旗,圆明园花园南门门口,116.297514,40.030043,1305.jpg,TRUE,
13,30,6,8:05,肖家河,圆明园西路辅路,116.289142,40.026977,1306.jpg,TRUE,
13,33,null,null,null,null,116.486266,40.017308,null,FALSE,
14,5,1,7:15,右安门,右安门公交站，周一7：15，其它时间7：20,116.370703,39.875592,1401.jpg,TRUE,
14,10,2,7:20,方庄,方庄公交站,116.436872,39.871633,1402.jpg,TRUE,
14,15,3,7:42,广渠门,广渠门公交站,116.451623,39.898914,1403.jpg,TRUE,
14,20,4,7:50,建国门,建国门公交站,116.443161,39.913747,1404.jpg,TRUE,
14,25,5,7:53,雅宝路,雅宝路公交站,116.441642,39.921415,1405.jpg,TRUE,
14,30,6,7:54,朝阳门,朝阳门公交站,116.441445,39.930995,1406.jpg,TRUE,
14,35,7,7:56,东直门,东直门公交站,116.441239,39.946941,1407.jpg,TRUE,
14,40,8,7:57,春秀路,春秀路公交站,116.449674,39.946796,1408.jpg,TRUE,
15A,5,1,7:50,首钢国际,首钢国际大厦门口班车站,116.363102,39.951161,15A01.jpg,TRUE,
15A,10,2,7:52,文慧桥,文慧桥南5米班车站,116.362383,39.957343,15A02.jpg,TRUE,
15A,15,3,7:55,北邮,北邮南门公交站,116.36462,39.963716,15A03.jpg,TRUE,
15A,20,4,7:57,北师大,北师大南门公交站,116.374591,39.963896,15A04.jpg,TRUE,
15A,25,5,8:00,德胜门外,德胜门外大街和学院南路交口处公交站,116.385995,39.964318,15A05.jpg,TRUE,
15A,30,6,8:10,奥体北门,奥体北门公交站,116.407554,39.994412,15A06.jpg,TRUE,
15B,5,1,7:00,菜户营桥,菜户营桥南公交站,116.35508,39.869922,15B01.jpg,TRUE,
15B,10,2,7:10,广安门,广安门公交站,116.355708,39.892478,15B02.jpg,TRUE,
15B,15,3,7:35,复兴门桥,复兴门桥北公交站,116.363407,39.916454,15B03.jpg,TRUE,
15B,20,4,7:37,月坛南街,月坛南街公交站,116.363443,39.919802,15B04.jpg,TRUE,
15B,25,5,7:39,月坛北街,月坛北街公交站,116.363277,39.924443,15B05.jpg,TRUE,
15B,30,6,7:41,官园桥,官园桥北公交站,116.362634,39.938773,15B06.jpg,TRUE,
15B,35,7,7:48,德胜门桥,德胜门桥西公交站,116.385335,39.95468,15B07.jpg,TRUE,
15B,40,8,7:55,鼓楼桥,鼓楼桥西公交站,116.397619,39.955063,15B08.jpg,TRUE,
15B,45,9,8:00,工人日报社,工人日报社门口,116.401835,39.959409,15B09.jpg,TRUE,
0,0,0,0,0,0,0,0,0,0,
